cloridrato de ondansetrona | comprimido | 4 mg | Componente Básico (CBAF);
cloridrato de ondansetrona | comprimido | 8 mg | Componente Básico (CBAF);
cloridrato de ondansetrona | comprimido orodispersível | 4 mg | Componente Básico (CBAF);
cloridrato de ondansetrona | comprimido orodispersível | 8 mg | Componente Básico (CBAF);
cloridrato de pilocarpina | solução oftálmica | 20 mg/mL (2%) | Componente Básico (CBAF);
cloridrato de piridoxina | comprimido | 100 mg | Componente Estratégico (CESAF);
cloridrato de piridoxina | comprimido | 40 mg | Componente Básico (CBAF);
cloridrato de piridoxina | comprimido | 50mg | Componente Estratégico (CESAF);
cloridrato de prilocaína + felipressina | solução injetável | 30 mg/mL (3%) + 0,03 UI/mL | Componente Básico (CBAF);
cloridrato de prometazina | comprimido | 25 mg | Componente Básico (CBAF);
cloridrato de prometazina | solução injetável | 25 mg/mL | Componente Básico (CBAF);
cloridrato de propafenona | comprimido | 150 mg | Componente Básico (CBAF);
cloridrato de propafenona | comprimido | 300 mg | Componente Básico (CBAF);
cloridrato de propranolol | comprimido | 10 mg | Componente Básico (CBAF);
cloridrato de propranolol | comprimido | 40 mg | Componente Básico (CBAF);
cloridrato de protamina | solução injetável | 10 mg/mL | Componente Básico (CBAF);
cloridrato de raloxifeno | comprimido | 60 mg | Componente Especializado (CEAF);
cloridrato de sevelâmer | comprimido | 800 mg | Componente Especializado (CEAF);
cloridrato de tetraciclina | cápsula | 500 mg | Componente Básico (CBAF);
cloridrato de tetraciclina | pomada oftálmica | 5 mg/g | Componente Básico (CBAF);
cloridrato de tiamina | comprimido | 300 mg | Componente Básico (CBAF);
cloridrato de tirofibana | solução injetável | 0,25 mg/mL | Componente Especializado (CEAF);
cloridrato de topotecana | pó liofilizado para solução injetável | 4 mg | Componente Especializado (CEAF);
cloridrato de triexifenidil | comprimido | 5 mg | Componente Especializado (CEAF);
cloridrato de verapamil | comprimido | 120 mg | Componente Básico (CBAF);
cloridrato de verapamil | comprimido | 80 mg | Componente Básico (CBAF);
cloridrato de verapamil | solução injetável | 2,5 mg/mL | Componente Básico (CBAF);
cloridrato de ziprasidona | cápsula | 40 mg | Componente Especializado (CEAF);
cloridrato de ziprasidona | cápsula | 80 mg | Componente Especializado (CEAF);
clozapina | comprimido | 100 mg | Componente Especializado (CEAF);
clozapina | comprimido | 25 mg | Componente Especializado (CEAF);
colistimetato de sódio | pó para solução para infusão e inalação | 1.000.000 UI (80 mg) | Componente Especializado (CEAF);
colistimetato de sódio | pó para solução para infusão e inalação | 2.000.000 UI (160 mg) | Componente Especializado (CEAF);
complemento alimentar para paciente fenilcetonúrico maior de 1 ano (fórmula de aminoácidos isenta de fenilalanina) | pó | '- | Componente Especializado (CEAF);
complemento alimentar para paciente fenilcetonúrico menor de 1 ano (fórmula de aminoácidos isenta de fenilalanina) | pó | '- | Componente Especializado (CEAF);
complexo protrombínico humano | pó para solução injetável | 500 UI | Componente Estratégico (CESAF);
complexo protrombínico humano | pó para solução injetável | 600 UI | Componente Estratégico (CESAF);
complexo protrombínico parcialmente ativado | pó para solução injetável | 1.000UI | Componente Estratégico (CESAF);
complexo protrombínico parcialmente ativado | pó para solução injetável | 2.500UI | Componente Estratégico (CESAF);
complexo protrombínico parcialmente ativado | pó para solução injetável | 500UI | Componente Estratégico (CESAF);
dacarbazina | pó liofilizado para solução injetável | 100 mg | Componente Especializado (CEAF);
dacarbazina | pó liofilizado para solução injetável | 200 mg | Componente Especializado (CEAF);
dacarbazina | pó liofilizado para solução injetável | 600 mg | Componente Especializado (CEAF);
daclatasvir | comprimido | 30 mg | Componente Estratégico (CESAF);
daclatasvir | comprimido | 60 mg | Componente Estratégico (CESAF);
daclizumabe | solução injetável | 5 mg/mL | Componente Especializado (CEAF);
dactinomicina | pó liofilizado para solução injetável | 0,5 mg | Componente Especializado (CEAF);
danazol | cápsula | 100 mg | Componente Especializado (CEAF);
danazol | cápsula | 200 mg | Componente Especializado (CEAF);
dapagliflozina propanodiol | comprimido | 10 mg | Componente Especializado (CEAF);
dapsona | comprimido | 100 mg | Componente Estratégico (CESAF);
dapsona | comprimido | 50 mg | Componente Estratégico (CESAF);
darunavir | comprimido | 150 mg | Componente Estratégico (CESAF);
darunavir | comprimido | 600 mg | Componente Estratégico (CESAF);
darunavir | comprimido | 75 mg | Componente Estratégico (CESAF);
darunavir | comprimido | 800mg | Componente Estratégico (CESAF);
dasatinibe | comprimido revestido | 100 mg | Componente Especializado (CEAF);
dasatinibe | comprimido revestido | 20 mg | Componente Especializado (CEAF);
deferasirox | comprimido para suspensão | 125 mg | Componente Especializado (CEAF);
deferasirox | comprimido para suspensão | 250 mg | Componente Especializado (CEAF);
deferasirox | comprimido para suspensão | 500 mg | Componente Especializado (CEAF);
deferiprona | comprimido | 1.000 mg | Componente Especializado (CEAF);
deferiprona | comprimido | 500 mg | Componente Especializado (CEAF);
delamanida | comprimido | 50 mg | Componente Estratégico (CESAF);
desogestrel | comprimido revestido | 0,075 mg | Componente Básico (CBAF);
dexametasona | comprimido | 4 mg | Componente Básico (CBAF);
dexametasona | creme dermatológico | 1 mg/g (0,1%) | Componente Básico (CBAF);
dexametasona | elixir | 0,1 mg/mL | Componente Básico (CBAF);
dexametasona | pomada oftálmica | 1 mg/g (0,1%) | Componente Básico (CBAF);
dexametasona | solução injetável | 4 mg/mL | Componente Básico (CBAF);
dexametasona | suspensão oftálmica | 1 mg/mL (0,1%) | Componente Básico (CBAF);
diafragma | '- | 60 mm de diâmetro | Componente Básico (CBAF);
diafragma | '- | 65 mm de diâmetro | Componente Básico (CBAF);
diafragma | '- | 70 mm de diâmetro | Componente Básico (CBAF);
diafragma | '- | 75 mm de diâmetro | Componente Básico (CBAF);
diafragma | '- | 80 mm de diâmetro | Componente Básico (CBAF);
diafragma | '- | 85 mm de diâmetro | Componente Básico (CBAF);
diazepam | comprimido | 10 mg | Componente Básico (CBAF);
diazepam | comprimido | 5 mg | Componente Básico (CBAF);
diazepam | solução injetável | 5 mg/mL | Componente Básico (CBAF);
dicloridrato de pramipexol | comprimido | 0,125 mg | Componente Especializado (CEAF);
dicloridrato de pramipexol | comprimido | 0,25 mg | Componente Especializado (CEAF);
dicloridrato de pramipexol | comprimido | 1 mg | Componente Especializado (CEAF);
dicloridrato de sapropterina | comprimido solúvel | 100 mg | Componente Estratégico (CESAF);
dicloridrato de trientina | cápsula | 250 mg | Componente Especializado (CEAF);
dietilestilbestrol | comprimido revestido | 1 mg | Componente Especializado (CEAF);
difosfato de cloroquina | comprimido | 150 mg | Componente Estratégico (CESAF);
difosfato de primaquina | comprimido | 15 mg | Componente Estratégico (CESAF);
difosfato de primaquina | comprimido | 5 mg | Componente Estratégico (CESAF);
digliconato de clorexidina | solução bucal | 0,12% | Componente Básico (CBAF);
digliconato de clorexidina | solução para uso tópico | 2% a 4% | Componente Básico (CBAF);
digoxina | comprimido | 0,25 mg | Componente Básico (CBAF);
digoxina | elixir | 0,05 mg/mL | Componente Básico (CBAF);
dinitrato de isossorbida | comprimido sublingual | 5 mg | Componente Básico (CBAF);
dipirona | comprimido | 500 mg | Componente Básico (CBAF);
dipirona | solução injetável | 500 mg/mL | Componente Básico (CBAF);
dipirona | solução oral | 500 mg/mL | Componente Básico (CBAF);
dipropionato de beclometasona | cápsula para inalação oral | 200 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | cápsula para inalação oral | 400 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | pó para inalação oral | 200 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | pó para inalação oral | 400 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | solução aerossol | 200 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | solução aerossol | 250 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | solução aerossol | 50 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona | suspensão para inalação nasal | 50 mcg/dose | Componente Básico (CBAF);
dipropionato de beclometasona + fumarato de formoterol di-hidratado + brometo de glicopirrônio | solução aerossol | 100 mcg + 6 mcg + 12,5 mcg | Componente Especializado (CEAF);
dispositivo intrauterino plástico com cobre (DIU) | modelo T 380 mm2 | '- | Componente Básico (CBAF);
docetaxel | pó liofilizado para solução injetável | 20 mg/ml | Componente Especializado (CEAF);
dolutegravir sódico | comprimido | 50 mg | Componente Estratégico (CESAF);
dolutegravir sódico | comprimidos dispersíveis | 5mg | Componente Estratégico (CESAF);
dolutegravir sódico + lamivudina | comprimido | 50mg + 300mg | Componente Estratégico (CESAF);
doxiciclina | comprimido | 100 mg | Componente Estratégico (CESAF);
doxiciclina | comprimido solúvel | 100 mg | Componente Estratégico (CESAF);
doxiciclina | pó para solução injetável | 100 mg | Componente Estratégico (CESAF);
dupilumabe | solução injetável | 200 mg | Componente Especializado (CEAF);
dupilumabe | solução injetável | 300 mg | Componente Especializado (CEAF);
durvalumabe | frasco-ampola | 120 mg/2,4 mL | Componente Especializado (CEAF);
eculizumabe | solução para diluição para infusão | 10 mg/mL | Componente Especializado (CEAF);
efavirenz | cápsula | 200 mg | Componente Estratégico (CESAF);
efavirenz | comprimido | 600 mg | Componente Estratégico (CESAF);
efavirenz | solução oral | 30 mg/mL | Componente Estratégico (CESAF);
elexacaftor/tezacaftor/ivacaftor + ivacaftor | comprimido | 100 mg/50 mg/75 mg + 150 mg | Componente Especializado (CEAF);
elexacaftor/tezacaftor/ivacaftor + ivacaftor | comprimido | 50 mg/25 mg/37,5 mg + 75 mg | Componente Especializado (CEAF);
eltrombopague olamina | comprimido | 25 mg | Componente Especializado (CEAF);
eltrombopague olamina | comprimido | 50 mg | Componente Especializado (CEAF);
embonato de triptorrelina | pó para suspensão injetável de liberação prolongada | 11,25 mg | Componente Especializado (CEAF);
embonato de triptorrelina | pó para suspensão injetável de liberação prolongada | 22,5 mg | Componente Especializado (CEAF);
emicizumabe | solução injetável | 150 mg /mL | Componente Estratégico (CESAF);
emicizumabe | solução injetável | 30 mg/mL | Componente Estratégico (CESAF);
entacapona | comprimido | 200 mg | Componente Especializado (CEAF);
entecavir | comprimido | 0,5 mg | Componente Estratégico (CESAF);
entecavir | comprimido | 1 mg | Componente Estratégico (CESAF);
epinefrina | solução injetável | 1 mg/mL | Componente Básico (CBAF);
erlotinibe | comprimido | 100 mg | Componente Especializado (CEAF);
erlotinibe | comprimido | 150 mg | Componente Especializado (CEAF);
erlotinibe | comprimido | 25 mg | Componente Especializado (CEAF);
espiramicina | comprimido | 1.500.000 UI | Componente Estratégico (CESAF);
espironolactona | comprimido | 100 mg | Componente Básico (CBAF);
espironolactona | comprimido | 25 mg | Componente Básico (CBAF);
estolato de eritromicina | comprimido | 500 mg | Componente Básico (CBAF);
estolato de eritromicina | suspensão oral | 25 mg/mL | Componente Básico (CBAF);
estolato de eritromicina | suspensão oral | 50 mg/mL | Componente Básico (CBAF);
estreptoquinase | pó para solução injetável | 250.000 UI | Componente Especializado (CEAF);
estriol | creme vaginal | 1 mg/g | Componente Básico (CBAF);
estrogênios conjugados | comprimido | 0,3 mg | Componente Básico (CBAF);
estrogênios conjugados | comprimido | 0,625 mg | Componente Básico (CBAF);
estrogênios conjugados | creme vaginal | 0,625 mg/g | Componente Básico (CBAF);
etanercepte | solução injetável | 25 mg | Componente Especializado (CEAF);
etanercepte | solução injetável | 50 mg | Componente Especializado (CEAF);
etinilestradiol + levonorgestrel | comprimido | 0,03 mg + 0,15 mg | Componente Básico (CBAF);
etionamida | comprimido | 250 mg | Componente Estratégico (CESAF);
etofibrato | cápsula | 500 mg | Componente Especializado (CEAF);
etoposídeo | solução injetável | 20 mg/ml | Componente Especializado (CEAF);
etossuximida | xarope | 50 mg/mL | Componente Especializado (CEAF);
etravirina | comprimido | 100 mg | Componente Estratégico (CESAF);
etravirina | comprimido | 200 mg | Componente Estratégico (CESAF);
everolimo | comprimido | 0,5 mg | Componente Especializado (CEAF);
everolimo | comprimido | 0,75 mg | Componente Especializado (CEAF);
everolimo | comprimido | 1 mg | Componente Especializado (CEAF);
everolimo | comprimido | 10 mg | Componente Especializado (CEAF);
everolimo | comprimido | 2,5mg | Componente Especializado (CEAF);
everolimo | comprimido | 5 mg | Componente Especializado (CEAF);
exemestano | comprimido revestido | 25 mg | Componente Especializado (CEAF);
fator IX de coagulação | pó para solução injetável | 1.000 UI | Componente Estratégico (CESAF);
fator IX de coagulação | pó para solução injetável | 1.200 UI | Componente Estratégico (CESAF);
fator IX de coagulação | pó para solução injetável | 200 UI | Componente Estratégico (CESAF);
fator IX de coagulação | pó para solução injetável | 250 UI | Componente Estratégico (CESAF);
fator IX de coagulação | pó para solução injetável | 500 UI | Componente Estratégico (CESAF);
fator IX de coagulação | pó para solução injetável | 600 UI | Componente Estratégico (CESAF);
fator VII de coagulação ativado recombinante | pó para solução injetável | 1 mg (50.000 UI) | Componente Estratégico (CESAF);
fator VII de coagulação ativado recombinante | pó para solução injetável | 2 mg (100.000 UI) | Componente Estratégico (CESAF);
fator VII de coagulação ativado recombinante | pó para solução injetável | 5 mg (250.000 UI) | Componente Estratégico (CESAF);
fator VIII de coagulação | pó para solução injetável | 1.000 UI | Componente Estratégico (CESAF);
fator VIII de coagulação | pó para solução injetável | 250 UI | Componente Estratégico (CESAF);
fator VIII de coagulação | pó para solução injetável | 500 UI | Componente Estratégico (CESAF);
fator VIII de coagulação contendo fator de von Willebrand | pó para solução injetável | 1.000 UI | Componente Estratégico (CESAF);
fator VIII de coagulação contendo fator de von Willebrand | pó para solução injetável | 250 UI | Componente Estratégico (CESAF);
fator VIII de coagulação contendo fator de von Willebrand | pó para solução injetável | 500 UI | Componente Estratégico (CESAF);
fator VIII de coagulação recombinante | pó para solução injetável | 1.000 UI | Componente Estratégico (CESAF);
fator VIII de coagulação recombinante | pó para solução injetável | 1.500UI | Componente Estratégico (CESAF);
fator VIII de coagulação recombinante | pó para solução injetável | 250 UI | Componente Estratégico (CESAF);
fator VIII de coagulação recombinante | pó para solução injetável | 500 UI | Componente Estratégico (CESAF);
fator XIII de coagulação | pó para solução injetável | 250 UI | Componente Estratégico (CESAF);
fenitoína | comprimido | 100 mg | Componente Básico (CBAF);
fenitoína | solução injetável | 50 mg/mL | Componente Básico (CBAF);
fenitoína | suspensão oral | 20 mg/mL | Componente Básico (CBAF);
fenobarbital | comprimido | 100 mg | Componente Básico (CBAF);
fenobarbital | solução injetável | 100 mg/mL | Componente Básico (CBAF);
fenobarbital | solução oral | 40 mg/mL | Componente Básico (CBAF);
